Name,Filename,Artwork,HD,M4V,Backup,Artist,Main Genre,Genres,Release Date,Description,Rating,Studio,Director,Producers,Screenwriters,Media Kind,Path
"13 Assassins","13 Assassins.m4v","artwork/00028/13%20Assassins.art[0].jpg",0,1,0,"Kôji Yakusho, Takashi Miike, Yusuke Iseya","Action & Adventure","","2011-07-05T07:00:00Z","Cult director Takashi Miike (Ichi the Killer, Audition) delivers a bravado period action film set at the end of Japan’s feudal era. 13 Assassins - a “masterful exercise in cinematic butchery” (New York Post) - is centered around a group of elite samurai who are secretly enlisted to bring down a sadistic lord to prevent him from ascending to the throne and plunging the country into a war torn future.","0","Magnet","Takashi Miike","Minami Ichikawa, Tôichirô Shiraishi, Michihiko Yanagisawa","Kaneo Ikegami, Daisuke Tengan","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/13 Assassins/13 Assassins.m4v"
"13","13.m4v","artwork/00029/13.art[0].png",0,1,0,"50 Cent, Alexander Skarsgård, David Zayas, Emmanuelle Chriqui, Gaby Hoffmann, Jason Statham, Michael Shannon, Mickey Rourke, Ray Winstone, Sam Riley","Thriller","Drama, Thriller","2010-03-13","A naive young man assumes a dead man's identity and finds himself embroiled in an underground world of power, violence, and chance where men gamble behind closed doors on the lives of other men.","0","Jason Statham, Alexander Skarsgård, Gaby Hoffmann, Emmanuelle Chriqui, Mickey Rourke, David Zayas, Ray Winstone, Michael Shannon, Sam Riley, 50 Cent","Géla Babluani","","Géla Babluani","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/13/13.m4v"
"1408","1408.m4v","artwork/00030/1408.art[0].png",0,1,0,"Alexandra Silber, Emily Harvey, Jasmine Jessica Anthony, John Cusack, Mary McCormack, Noah Lee Margetts, Paul Birchard, Samuel L. Jackson, Tony Shalhoub, William Armstrong","Horror","Horror, Thriller","2007-06-12","The cynical and skeptical writer Mike Enslin writes books evaluating supernatural phenomena in hotels, graveyards and other haunted places, usually debunking the mystery. While writing his last book, he travels from Los Angeles to New York to spend one night in the evil room 1408 of the Dolphin Hotel, which is permanently unavailable for guests. The reluctant manager Mr. Gerald Olin objects to his request and offers an upgrade, expensive booze and finally the reports relating the death of more than fifty guests along decades in the cursed room. However, Mike threatens Mr. Oiln, promising to sue the hotel, and finally checks in the room. Along the night, he finds that guests of room 1408 can check out when they like, but they can never leave the room alive.","0","John Cusack, Samuel L. Jackson, Mary McCormack, Jasmine Jessica Anthony, Tony Shalhoub, Alexandra Silber, Emily Harvey, Noah Lee Margetts, William Armstrong, Paul Birchard","Mikael Håfström","Lorenzo di Bonaventura, Jake Myers, Bob Weinstein, Harvey Weinstein","Scott Alexander, Larry Karaszewski, Stephen King, Matt Greenberg","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/1408/1408.m4v"
"2 Fast 2 Furious","2 Fast 2 Furious (1080p HD).m4v","artwork/00031/2%20Fast%202%20Furious%20(1080p%20HD).art[0].png",1,1,0,"Amaury Nolasco, Cole Hauser, Devon Aoki, Edward Finlay, Eva Mendes, James Remar, Jin Auyeung, Ludacris, Mark Boone Junior, Michael Ealy, Mo Gallini, Paul Walker, Thom Barry, Tyrese Gibson","Action & Adventure","Action, Adventure, Crime, Thriller","2003-06-02","It's a major double-cross when former police officer Brian O'Conner teams up with his ex-con buddy Roman Pearce to transport a shipment of 'dirty' money for shady Miami-based import-export dealer Carter Verone. But the guys are actually working with undercover agent Monica Fuentes to bring Verone down.","0","Universal Pictures, Original Film, Mikona Productions GmbH & Co. KG","John Singleton","Lee R. Mayes, Neal H. Moritz, Michael Fottrell","Derek Haas, Michael Brandt, Gary Scott Thompson, Gary Scott Thompson, Derek Haas, Michael Brandt","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/2 Fast 2 Furious/2 Fast 2 Furious (1080p HD).m4v"
"2 Guns","2 Guns (1080p HD).m4v","artwork/00032/2%20Guns%20(1080p%20HD).art[0].jpg",1,1,0,"Alexandria Deberry, Baltasar Kormákur, Bill Paxton, Denzel Washington, Edward James Olmos, Fred Ward, James Marsden, Mark Wahlberg, Paula Patton, Robert John Burke, Tait Fletcher","Action & Adventure","Action, Comedy, Crime, Drama, Thriller","2013-08-02","A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from.","0","Universal Studios, Emmett/Furla Films, Envision Entertainment Corporation, Marc Platt Productions","Baltasar Kormákur","Andrew Cosby, Randall Emmett, George Furla, Norton Herrick, Ross Richie, Adam Siegel, Marc Platt","Blake Masters, Steven Grant","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/2 Guns/2 Guns (1080p HD).m4v"
"2012","2012.m4v","artwork/00033/2012.art[0].png",0,1,0,"Agam Darshi, Amanda Peet, Beatrice Rosen, Blu Mankuma, Chin Han, Chiwetel Ejiofor, Danny Glover, George Segal, Jimi Mistry, Johann Urb, John Billingsley, John Cusack, Liam James, Lisa Lu, Morgan Lily, Oliver Platt, Osric Chau, Ryan McDonald, Stephen McHattie, Thandie Newton, Thomas McCarthy, Woody Harrelson, Zlatko Buric","Action & Adventure","Action, Disaster, Thriller","2009-11-13","Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build 'arks' to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.","0","Centropolis Entertainment, Sony Pictures","Roland Emmerich","","Roland Emmerich, Harald Kloser","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/2012/2012.m4v"
"21 & Over","21 & Over (1080p HD).m4v","artwork/00034/21%20&%20Over%20(1080p%20HD).art[0].jpg",1,1,0,"Basil Harris, Daniel Booko, Danielle Hartnett, François Chau, Jon Lucas, Jonathan Keltz, Josie Loren, Justin Chon, Miles Teller, Samantha Futerman, Sarah Mason, Scott Moore, Skylar Astin","Comedy","Comedy","2013-03-01","Brilliant student Jeff Chang has the most important interview of his life tomorrow. But today is still his birthday, what starts off as a casual celebration with friends evolves into a night of debauchery that risks to derail his life plan.","0","Mandeville Films, Relativity Media","Scott Moore, Jon Lucas","Hugo Shong, Andy Yan","Jon Lucas","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/21 & Over/21 & Over (1080p HD).m4v"
"21 Jump Street","21 Jump Street.m4v","artwork/00035/21%20Jump%20Street.art[0].png",0,1,0,"Brie Larson, Channing Tatum, Dave Franco, Ellie Kemper, Ice Cube, Johnny Depp, Jonah Hill, Lindsey Broad, Nick Offerman, Rob Riggle","Comedy","Action, Comedy, Family","2012-03-16","An undercover police unit consisting of young looking officers infiltrate high schools to control youth crime.","0","Columbia Pictures, Metro-Goldwyn-Mayer Pictures, Relativity Media, Original Film, Stephen J. Cannell Productions, Cannell Studios","Phil Lord, Chris Miller","","Michael Bacall, Michael Bacall, Jonah Hill","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/21 Jump Street/21 Jump Street.m4v"
"21","21.m4v","artwork/00036/21.art[0].png",0,1,0,"Aaron Yoo, Ben Campbell, Jack McGee, Jacob Pitts, Jim Sturgess, Josh Gad, Kate Bosworth, Kevin Spacey, Laurence Fishburne, Liza Lapira, Sam Golzari","Drama","Crime, Drama","2008-03-07","Ben Campbell is a young, highly intelligent, student at M.I.T. in Boston who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine with the desire to become a doctor, Ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor Micky Rosa into a small but secretive club of five. Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa of the skill of card counting at blackjack.","0","Columbia Pictures","Robert Luketic","Dana Brunetti, Michael De Luca, William S. Beasley, Brett Ratner, Ryan Kavanaugh, Brett Ratner, Francine Maisler","Peter Steinfeld, Allan Loeb, Ben Mezrich","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/21/21.m4v"
"22 Jump Street","22 Jump Street (1080p HD).m4v","artwork/00037/22%20Jump%20Street%20(1080p%20HD).art[0].jpg",1,1,0,"Amber Stevens, Anna Faris, Bill Hader, Caroline Aaron, Channing Tatum, Chris Miller, Dave Franco, Dax Flame, Dustin Nguyen, Eddie J. Fernandez, Ice Cube, Jillian Bell, Jimmy Tatro, Joe Chrest, Johnny Pemberton, Jonah Hill, Marc Evan Jackson, Nick Offerman, Patton Oswalt, Peter Stormare, Phil Lord, Queen Latifah, Richard Grieco, Rob Riggle, Seth Rogen, Wyatt Russell","Comedy","Action, Comedy, Crime","2014-06-13","After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them.","0","LStar Capital, Columbia Pictures, Metro-Goldwyn-Mayer (MGM), Media Rights Capital, Original Film, Cannell Studios, 33andOut Productions, JHF Productions","Phil Lord, Chris Miller","Jonah Hill, Channing Tatum, Neal H. Moritz","Michael Bacall, Oren Uziel, Rodney Rothman, Michael Bacall, Jonah Hill","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/22 Jump Street/22 Jump Street (1080p HD).m4v"
"27 Dresses","27 Dresses.m4v","artwork/00038/27%20Dresses.art[0].png",0,1,0,"Brian Kerwin, David Castro, Edward Burns, James Marsden, Judy Greer, Katherine Heigl, Malin Åkerman, Melora Hardin, Michael Ziegfeld","Comedy & Romance","Comedy, Romance","2008-01-10","After serving as a bridesmaid 27 times, a young woman wrestles with the idea of standing by her sister's side as her sibling marries the man she's secretly in love with.","0","Fox 2000 Pictures, Spyglass Entertainment, Birnbaum/Barber Production","Anne Fletcher","Robert F. Newmyer, Michael Mayer, Roger Birnbaum, Gary Barber, Jonathan Glickman, Becki Cross Trujillo, Erin Stam","Aline Brosh McKenna","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/27 Dresses/27 Dresses.m4v"
"28 Weeks Later","28 Weeks Later.m4v","artwork/00039/28%20Weeks%20Later.art[0].png",0,1,0,"Catherine McCormack, Harold Perrineau, Idris Elba, Imogen Poots, Jeremy Renner, Mackintosh Muggleton, Robert Carlyle, Rose Byrne, Shahid Ahmed","Horror","Action, Adventure, Foreign, Horror, Science Fiction, Thriller","2007-05-11","In this chilling sequel to 28 Days Later, the inhabitants of the British Isles appear to have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.","0","Figment Films, Sogecine, Koan Films","Juan Carlos Fresnadillo","Danny Boyle, Alex Garland, Bernard Bellew, Allon Reich, Andrew Macdonald, Enrique López Lavigne","Rowan Joffe, Juan Carlos Fresnadillo, Jesús Olmo","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/28 Weeks Later/28 Weeks Later.m4v"
"3 Days to Kill","3 Days to Kill (1080p HD).m4v","artwork/00040/3%20Days%20to%20Kill%20(1080p%20HD).art[0].jpg",1,1,0,"Alison Valence, Amber Heard, Big John, Bruno Ricci, Connie Nielsen, Eriq Ebouaney, Hailee Steinfeld, Joakhim Sigue, Jonas Bloquet, Kevin Costner, Marc Andréoni, McG, Michaël Vander-Meiren, Paolo Calia, Richard Sammel, Tómas Lemarquis","Action & Adventure","Action, Crime, Drama, Thriller","2014-02-14","A dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. But first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town.","0","Wonderland Sound and Vision, EuropaCorp, Relativity Media, 3DTK, Feelgood Entertainment, Paradise/MGN","McG","Luc Besson, Adi Hasak, Ryan Kavanaugh, Marc Libert, Virginie Silla","Adi Hasak, Luc Besson, Luc Besson","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/3 Days to Kill/3 Days to Kill (1080p HD).m4v"
"3 Musketeers","3 Musketeers.m4v","artwork/00041/3%20Musketeers.art[0].png",0,1,0,"Carl Ciarfalio, Cham Nou, Darren Anthony Thomas, David Chokachi, Edward DeRuiter, Gerald Webb, Heather Hemmens, Kane Hodder, Lauren Sparrow, Malay Choeung Kim, Mam Smith, Michele Boyd, Steven Williams, Timothy Ingles, Xin Sarith Wuku","Action & Adventure","Action, Adventure, Thriller","2011-10-25","Alexandra D'Artagnan, junior member of NSA uncovers a conspiracy that the goal is to assassinate the American president. Alexandra has secured the support of three famous and notorious international spies in order to stop the assassination.","","","Cole S. McKay","","Edward DeRuiter","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/3 Musketeers/3 Musketeers.m4v"
"30 Minutes or Less","30 Minutes or Less.m4v","artwork/00042/30%20Minutes%20or%20Less.art[0].png",0,1,0,"Aziz Ansari, Bianca Kajlich, Danny McBride, Dilshad Vadsaria, Fred Ward, Jesse Eisenberg, Michael Peña, Nick Swardson","Comedy","Action, Comedy, Adventure","2011-08-12","Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and advise him that he has mere hours to rob a bank or else...","0","Jesse Eisenberg, Danny McBride, Aziz Ansari, Bianca Kajlich, Nick Swardson, Michael Peña, Fred Ward, Dilshad Vadsaria","Ruben Fleischer","","Michael Diliberti","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/30 Minutes or Less/30 Minutes or Less.m4v"
"300","300.m4v","artwork/00043/300.art[0].png",0,1,0,"Andrew Pleavin, Andrew Tiernan, David Wenham, Dominic West, Gerard Butler, Giovani Cimmino, Lena Headey, Michael Fassbender, Rodrigo Santoro, Tom Wisdom, Tyler Neitzel, Vincent Regan","Action & Adventure","Action, Adventure, Fantasy, History, War","2006-12-09","Based on Frank Miller's graphic novel, '300' concerns the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.","0","Warner Bros. Pictures, Legendary Pictures, Virtual Studios, Hollywood Gang Productions, Atmosphere Entertainment MM","Zack Snyder","Gianni Nunnari, Kristy Carlson, Carrie Hilton, Andrea Kenyon, Tamara Notcutt","Frank Miller, Zack Snyder, Kurt Johnstad","Movie","/Volumes/Media Center/Shared iTunes/iTunes Media/Movies/300/300.m4v"
